run_id,modelo,gmd_m,escenario,contingencia,bess_bus,bess_mw,variante_parametro,archivo_aux,estado
R000504,GMD_0p9144m,0.9144,BASE,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000505,GMD_0p9144m,0.9144,BASE,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000506,GMD_0p9144m,0.9144,BASE,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000507,GMD_0p9144m,0.9144,BASE,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000508,GMD_0p9144m,0.9144,BASE,FallaTrafo1_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000509,GMD_0p9144m,0.9144,BASE,FallaTrafo2_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000510,GMD_0p9144m,0.9144,BASE,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000511,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000512,GMD_0p9144m,0.9144,B1_FV15,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000513,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000514,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000515,GMD_0p9144m,0.9144,B1_FV15,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000516,GMD_0p9144m,0.9144,B1_FV15,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000517,GMD_0p9144m,0.9144,B1_FV15,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000518,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000519,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo2_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000520,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000521,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000522,GMD_0p9144m,0.9144,B1_FV30,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000523,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000524,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000525,GMD_0p9144m,0.9144,B1_FV30,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000526,GMD_0p9144m,0.9144,B1_FV30,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000527,GMD_0p9144m,0.9144,B1_FV30,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000528,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000529,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo2_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000530,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000531,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000532,GMD_0p9144m,0.9144,B1_FV50,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000533,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000534,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000535,GMD_0p9144m,0.9144,B1_FV50,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000536,GMD_0p9144m,0.9144,B1_FV50,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000537,GMD_0p9144m,0.9144,B1_FV50,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000538,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000539,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo2_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000540,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000541,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000542,GMD_0p9144m,0.9144,B5_FV15,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000543,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000544,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000545,GMD_0p9144m,0.9144,B5_FV15,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000546,GMD_0p9144m,0.9144,B5_FV15,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000547,GMD_0p9144m,0.9144,B5_FV15,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_005.aux,planned
R000548,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000549,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo2_ElBight,B5,5,base,aux/bloque_005.aux,planned
R000550,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_005.aux,planned
R000551,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000552,GMD_0p9144m,0.9144,B5_FV30,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000553,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000554,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000555,GMD_0p9144m,0.9144,B5_FV30,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000556,GMD_0p9144m,0.9144,B5_FV30,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000557,GMD_0p9144m,0.9144,B5_FV30,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000558,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000559,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo2_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000560,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000561,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000562,GMD_0p9144m,0.9144,B5_FV50,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000563,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000564,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000565,GMD_0p9144m,0.9144,B5_FV50,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000566,GMD_0p9144m,0.9144,B5_FV50,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000567,GMD_0p9144m,0.9144,B5_FV50,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000568,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000569,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo2_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000570,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000571,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000572,GMD_0p9144m,0.9144,B6_FV15,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000573,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000574,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000575,GMD_0p9144m,0.9144,B6_FV15,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000576,GMD_0p9144m,0.9144,B6_FV15,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000577,GMD_0p9144m,0.9144,B6_FV15,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000578,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000579,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo2_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000580,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000581,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000582,GMD_0p9144m,0.9144,B6_FV30,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000583,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000584,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000585,GMD_0p9144m,0.9144,B6_FV30,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000586,GMD_0p9144m,0.9144,B6_FV30,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000587,GMD_0p9144m,0.9144,B6_FV30,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000588,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000589,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo2_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000590,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000591,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000592,GMD_0p9144m,0.9144,B6_FV50,FallaLinea2_PuntaEvans_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000593,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000594,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_ElBight_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000595,GMD_0p9144m,0.9144,B6_FV50,FallaElevador1_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000596,GMD_0p9144m,0.9144,B6_FV50,FallaElevador2_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000597,GMD_0p9144m,0.9144,B6_FV50,FallaElevador3_PuntaEvans,B5,5,base,aux/bloque_006.aux,planned
R000598,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000599,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo2_ElBight,B5,5,base,aux/bloque_006.aux,planned
R000600,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_SchoolHouse,B5,5,base,aux/bloque_006.aux,planned
R000601,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000602,GMD_0p9144m,0.9144,BASE,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000603,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000604,GMD_0p9144m,0.9144,BASE,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000605,GMD_0p9144m,0.9144,BASE,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000606,GMD_0p9144m,0.9144,BASE,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000607,GMD_0p9144m,0.9144,BASE,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000608,GMD_0p9144m,0.9144,BASE,FallaTrafo1_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000609,GMD_0p9144m,0.9144,BASE,FallaTrafo2_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000610,GMD_0p9144m,0.9144,BASE,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000611,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000612,GMD_0p9144m,0.9144,B1_FV15,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000613,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000614,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000615,GMD_0p9144m,0.9144,B1_FV15,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000616,GMD_0p9144m,0.9144,B1_FV15,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000617,GMD_0p9144m,0.9144,B1_FV15,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000618,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000619,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo2_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000620,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000621,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000622,GMD_0p9144m,0.9144,B1_FV30,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000623,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000624,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000625,GMD_0p9144m,0.9144,B1_FV30,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000626,GMD_0p9144m,0.9144,B1_FV30,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000627,GMD_0p9144m,0.9144,B1_FV30,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000628,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000629,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo2_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000630,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000631,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000632,GMD_0p9144m,0.9144,B1_FV50,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000633,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000634,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000635,GMD_0p9144m,0.9144,B1_FV50,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000636,GMD_0p9144m,0.9144,B1_FV50,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000637,GMD_0p9144m,0.9144,B1_FV50,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000638,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000639,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo2_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000640,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000641,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000642,GMD_0p9144m,0.9144,B5_FV15,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000643,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000644,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000645,GMD_0p9144m,0.9144,B5_FV15,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000646,GMD_0p9144m,0.9144,B5_FV15,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000647,GMD_0p9144m,0.9144,B5_FV15,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000648,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000649,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo2_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000650,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000651,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000652,GMD_0p9144m,0.9144,B5_FV30,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000653,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000654,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000655,GMD_0p9144m,0.9144,B5_FV30,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000656,GMD_0p9144m,0.9144,B5_FV30,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000657,GMD_0p9144m,0.9144,B5_FV30,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_006.aux,planned
R000658,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000659,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo2_ElBight,B5,6,base,aux/bloque_006.aux,planned
R000660,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_006.aux,planned
R000661,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000662,GMD_0p9144m,0.9144,B5_FV50,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000663,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000664,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000665,GMD_0p9144m,0.9144,B5_FV50,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000666,GMD_0p9144m,0.9144,B5_FV50,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000667,GMD_0p9144m,0.9144,B5_FV50,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000668,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000669,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo2_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000670,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000671,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000672,GMD_0p9144m,0.9144,B6_FV15,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000673,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000674,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000675,GMD_0p9144m,0.9144,B6_FV15,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000676,GMD_0p9144m,0.9144,B6_FV15,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000677,GMD_0p9144m,0.9144,B6_FV15,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000678,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000679,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo2_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000680,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000681,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000682,GMD_0p9144m,0.9144,B6_FV30,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000683,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000684,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000685,GMD_0p9144m,0.9144,B6_FV30,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000686,GMD_0p9144m,0.9144,B6_FV30,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000687,GMD_0p9144m,0.9144,B6_FV30,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000688,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000689,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo2_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000690,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000691,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000692,GMD_0p9144m,0.9144,B6_FV50,FallaLinea2_PuntaEvans_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000693,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000694,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_ElBight_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000695,GMD_0p9144m,0.9144,B6_FV50,FallaElevador1_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000696,GMD_0p9144m,0.9144,B6_FV50,FallaElevador2_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000697,GMD_0p9144m,0.9144,B6_FV50,FallaElevador3_PuntaEvans,B5,6,base,aux/bloque_007.aux,planned
R000698,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000699,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo2_ElBight,B5,6,base,aux/bloque_007.aux,planned
R000700,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_SchoolHouse,B5,6,base,aux/bloque_007.aux,planned
R000701,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_ElBight,B5,7,base,aux/bloque_007.aux,planned
R000702,GMD_0p9144m,0.9144,BASE,FallaLinea2_PuntaEvans_ElBight,B5,7,base,aux/bloque_007.aux,planned
R000703,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_SchoolHouse,B5,7,base,aux/bloque_007.aux,planned
R000704,GMD_0p9144m,0.9144,BASE,FallaLinea1_ElBight_SchoolHouse,B5,7,base,aux/bloque_007.aux,planned
R000705,GMD_0p9144m,0.9144,BASE,FallaElevador1_PuntaEvans,B5,7,base,aux/bloque_007.aux,planned
R000706,GMD_0p9144m,0.9144,BASE,FallaElevador2_PuntaEvans,B5,7,base,aux/bloque_007.aux,planned
R000707,GMD_0p9144m,0.9144,BASE,FallaElevador3_PuntaEvans,B5,7,base,aux/bloque_007.aux,planned
R000708,GMD_0p9144m,0.9144,BASE,FallaTrafo1_ElBight,B5,7,base,aux/bloque_007.aux,planned
R000709,GMD_0p9144m,0.9144,BASE,FallaTrafo2_ElBight,B5,7,base,aux/bloque_007.aux,planned
R000710,GMD_0p9144m,0.9144,BASE,FallaTrafo1_SchoolHouse,B5,7,base,aux/bloque_007.aux,planned
R000711,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_ElBight,B5,7,base,aux/bloque_007.aux,planned
R000712,GMD_0p9144m,0.9144,B1_FV15,FallaLinea2_PuntaEvans_ElBight,B5,7,base,aux/bloque_007.aux,planned
R000713,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B5,7,base,aux/bloque_007.aux,planned
R000714,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_ElBight_SchoolHouse,B5,7,base,aux/bloque_007.aux,planned
R000715,GMD_0p9144m,0.9144,B1_FV15,FallaElevador1_PuntaEvans,B5,7,base,aux/bloque_007.aux,planned
